,crn,date,subj,sub_num,course,location,section,description,instructor,credit
5620,27803,"11:00 - 11:50 AM, MWF",HIS,017B,HIS 017B,GIEDT 1001,A11,History Of The U S,"Rauchway, E",4.0
5621,27804,"11:00 - 11:50 AM, MWF",HIS,017B,HIS 017B,GIEDT 1001,A12,History Of The U S,"Rauchway, E",4.0
5622,27804,"1:10 - 2:00 PM, R",HIS,017B,HIS 017B,WELLMN 5,A12,History Of The U S,"Rauchway, E",4.0
5623,44609,"9:00 - 9:50 AM, T",HIS,017B,HIS 017B,WRIGHT 220,A16,History Of The U S,"Rauchway, E",4.0
5624,44609,"11:00 - 11:50 AM, MWF",HIS,017B,HIS 017B,GIEDT 1001,A16,History Of The U S,"Rauchway, E",4.0
5625,44612,"12:10 - 1:00 PM, T",HIS,018B,HIS 018B,OLSON 144,A01,Race in US Since 1865,"Leroy, J",4.0
5626,44612,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A01,Race in US Since 1865,"Leroy, J",4.0
5627,44613,"1:10 - 2:00 PM, T",HIS,018B,HIS 018B,OLSON 109,A02,Race in US Since 1865,"Leroy, J",4.0
5628,44613,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A02,Race in US Since 1865,"Leroy, J",4.0
5629,44614,"2:10 - 3:00 PM, T",HIS,018B,HIS 018B,WELLMN 105,A03,Race in US Since 1865,"Leroy, J",4.0
5630,44614,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A03,Race in US Since 1865,"Leroy, J",4.0
5631,44615,"9:00 - 9:50 AM, W",HIS,018B,HIS 018B,OLSON 144,A04,Race in US Since 1865,"Leroy, J",4.0
5632,44615,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A04,Race in US Since 1865,"Leroy, J",4.0
5633,44616,"10:00 - 10:50 AM, W",HIS,018B,HIS 018B,HART 1106,A05,Race in US Since 1865,"Leroy, J",4.0
5634,44616,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A05,Race in US Since 1865,"Leroy, J",4.0
5635,44617,"11:00 - 11:50 AM, W",HIS,018B,HIS 018B,HART 1106,A06,Race in US Since 1865,"Leroy, J",4.0
5636,44617,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A06,Race in US Since 1865,"Leroy, J",4.0
5637,44618,"9:00 - 9:50 AM, R",HIS,018B,HIS 018B,HART 1106,A07,Race in US Since 1865,"Leroy, J",4.0
5638,44618,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A07,Race in US Since 1865,"Leroy, J",4.0
5639,44619,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A08,Race in US Since 1865,"Leroy, J",4.0
5640,44619,"10:00 - 10:50 AM, R",HIS,018B,HIS 018B,WELLMN 3,A08,Race in US Since 1865,"Leroy, J",4.0
5641,44621,"3:10 - 4:30 PM, TR",HIS,018B,HIS 018B,RESSLR 66,A10,Race in US Since 1865,"Leroy, J",4.0
5642,44621,"12:10 - 1:00 PM, R",HIS,018B,HIS 018B,OLSON 144,A10,Race in US Since 1865,"Leroy, J",4.0
5643,27812,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A01,Women & Gender Amer-1865,"Gettelman, K",4.0
5644,27812,"9:00 - 9:50 AM, T",HIS,072A,HIS 072A,WELLMN 5,A01,Women & Gender Amer-1865,"Gettelman, K",4.0
5645,27813,"8:00 - 8:50 AM, T",HIS,072A,HIS 072A,EVERSN 226,A02,Women & Gender Amer-1865,"Gettelman, K",4.0
5646,27813,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A02,Women & Gender Amer-1865,"Gettelman, K",4.0
5647,27814,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A03,Women & Gender Amer-1865,"Gettelman, K",4.0
5648,27814,"11:00 - 11:50 AM, T",HIS,072A,HIS 072A,WELLMN 3,A03,Women & Gender Amer-1865,"Gettelman, K",4.0
5649,27815,"9:00 - 9:50 AM, W",HIS,072A,HIS 072A,WELLMN 5,A04,Women & Gender Amer-1865,"Gettelman, K",4.0
5650,27815,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A04,Women & Gender Amer-1865,"Gettelman, K",4.0
5651,27816,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A05,Women & Gender Amer-1865,"Gettelman, K",4.0
5652,27816,"1:10 - 2:00 PM, W",HIS,072A,HIS 072A,OLSON 144,A05,Women & Gender Amer-1865,"Gettelman, K",4.0
5653,27817,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A06,Women & Gender Amer-1865,"Gettelman, K",4.0
5654,27817,"11:00 - 11:50 AM, W",HIS,072A,HIS 072A,OLSON 144,A06,Women & Gender Amer-1865,"Gettelman, K",4.0
5655,27818,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A07,Women & Gender Amer-1865,"Gettelman, K",4.0
5656,27818,"12:10 - 1:00 PM, R",HIS,072A,HIS 072A,WELLMN 5,A07,Women & Gender Amer-1865,"Gettelman, K",4.0
5657,27819,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A08,Women & Gender Amer-1865,"Gettelman, K",4.0
5658,27819,"10:00 - 10:50 AM, R",HIS,072A,HIS 072A,OLSON 151,A08,Women & Gender Amer-1865,"Gettelman, K",4.0
5659,27820,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A09,Women & Gender Amer-1865,"Gettelman, K",4.0
5660,27820,"2:10 - 3:00 PM, R",HIS,072A,HIS 072A,WICKSN 1038,A09,Women & Gender Amer-1865,"Gettelman, K",4.0
5661,27821,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A10,Women & Gender Amer-1865,"Gettelman, K",4.0
5662,27821,"1:10 - 2:00 PM, F",HIS,072A,HIS 072A,SHREM 1001,A10,Women & Gender Amer-1865,"Gettelman, K",4.0
5663,44630,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A11,Women & Gender Amer-1865,"Gettelman, K",4.0
5664,44630,"11:00 - 11:50 AM, F",HIS,072A,HIS 072A,WELLMN 5,A11,Women & Gender Amer-1865,"Gettelman, K",4.0
5665,44631,"9:00 - 9:50 AM, F",HIS,072A,HIS 072A,HART 1106,A12,Women & Gender Amer-1865,"Gettelman, K",4.0
5666,44631,"10:00 - 10:50 AM, MWF",HIS,072A,HIS 072A,HUNT 100,A12,Women & Gender Amer-1865,"Gettelman, K",4.0
5667,@,TBA,HIS,098,HIS 098,TBA,-,Directed Gp Study,The Staff,V
5668,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5669,@,TBA,HIS,099,HIS 099,TBA,-,Special Study,The Staff,V
5670,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5671,27908,"9:00 - 11:50 AM, W",HIS,102D,HIS 102D,SOCSCI 4202,001,Mod Europe To 1815,"Stirling-Harris, A",5.0
5672,27909,"9:00 - 11:50 AM, M",HIS,102E,HIS 102E,SOCSCI 4202,001,Europe Since 1815,"Zientek, A",5.0
5673,44622,"9:00 - 11:50 AM, R",HIS,102M,HIS 102M,SOCSCI 4202,001,U S Since 1896,"Materson, L",5.0
5674,44623,"12:10 - 3:00 PM, T",HIS,102X,HIS 102X,SOCSCI 4202,001,Comparative History,"Kim, K",5.0
5675,@,TBA,HIS,103,HIS 103,TBA,-,Historical Research,The Staff,4.0
5676,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5677,@,TBA,HIS,104B,HIS 104B,TBA,-,Honors Thesis,The Staff,4.0
5678,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5679,28002,"1:40 - 3:00 PM, TR",HIS,110A,HIS 110A,REMOTE,001,Colonialism,"El Shakry, O",4.0
5680,44632,"3:10 - 4:30 PM, TR",HIS,115A,HIS 115A,REMOTE,001,History of West Africa,"Jean-Baptiste, R",4.0
5681,44633,"4:40 - 6:00 PM, TR",HIS,125,HIS 125,WELLMN 230,001,Early Modern Topics,"Stuart, K",4.0
5682,44634,"2:10 - 3:00 PM, MWF",HIS,131B,HIS 131B,OLSON 147,001,Renaissance/Reformation,"Stirling-Harris, A",4.0
5683,44635,"3:10 - 4:00 PM, MWF",HIS,134A,HIS 134A,HUTCH 115,001,Age Of Revolution,"Zientek, A",4.0
5684,28007,"10:30 - 11:50 AM, TR",HIS,136,HIS 136,HOAGLD 168,001,Scientific Revolution,"Stolzenberg, D",4.0
5685,44636,"12:10 - 1:30 PM, TR",HIS,142A,HIS 142A,SOCSCI 1100,001,History of the Holocaust,"Biale, D",4.0
5686,44637,"12:10 - 1:30 PM, TR",HIS,161,HIS 161,STORER 1322,001,Human Rights Latin Am,"Walker, C",4.0
5687,44638,"9:00 - 10:20 AM, TR",HIS,163B,HIS 163B,CRUESS 107,001,History Of Brazil,"Perez Melendez, J",4.0
5688,44639,"10:00 - 10:50 AM, MWF",HIS,166B,HIS 166B,WELLMN 230,001,Mex Hist Since 1848,"Resendez, A",4.0
5689,44640,"1:40 - 3:00 PM, TR",HIS,169B,HIS 169B,WELLMN 119,001,Mex-Amer History,"Oropeza, L",4.0
5690,28014,"1:10 - 2:00 PM, MWF",HIS,170A,HIS 170A,WELLMN 1,001,Colonial America,"Smolenski, J",4.0
5691,28016,"1:40 - 3:00 PM, TR",HIS,172,HIS 172,VEIMYR 212,001,Am Environmental History,"Warren, L",4.0
5692,44641,"10:30 - 11:50 AM, TR",HIS,177B,HIS 177B,WALKER 1310,001,Black Hist In Amer,"Leroy, J",4.0
5693,44642,"2:10 - 3:00 PM, MWF",HIS,188,HIS 188,GROVE 1309,001,US in the 1960s,"Olmsted,Rauchway",4.0
5694,@,TBA,HIS,192,HIS 192,TBA,-,Internship In Hist,The Staff,V
5695,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5696,28065,"1:10 - 2:00 PM, MWF",HIS,196A,HIS 196A,HOAGLD 168,001,Medieval India,"Anooshahr, A",4.0
5697,28065,TBA,HIS,196A,HIS 196A,TBA,001,Medieval India,"Anooshahr, A",4.0
5698,@,TBA,HIS,197T,HIS 197T,TBA,-,Tutoring,The Staff,V
5699,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5700,@,TBA,HIS,198,HIS 198,TBA,-,Directed Gp Study,The Staff,V
5701,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5702,@,TBA,HIS,199,HIS 199,TBA,-,Special Study,The Staff,V
5703,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5704,28194,"3:10 - 6:00 PM, T",HIS,201I,HIS 201I,SOCSCI 4202,001,Latin Am Since 1810,"Walker, C",4.0
5705,28195,"3:10 - 6:00 PM, W",HIS,201J,HIS 201J,SOCSCI 4202,001,Amr Hist To 1787,"Smolenski, J",4.0
5706,28196,"3:10 - 6:00 PM, R",HIS,201M,HIS 201M,SOCSCI 2202,001,Middle East,"Tezcan, B",4.0
5707,28200,"3:10 - 6:00 PM, M",HIS,202H,HIS 202H,SOCSCI 4202,001,United States,"St John, R",4.0
5708,28203,TBA,HIS,203B,HIS 203B,TBA,001,Research Seminar,"Campbell, I",4.0
5709,28203,"3:10 - 6:00 PM, F",HIS,203B,HIS 203B,SOCSCI 4202,001,Research Seminar,"Campbell, I",4.0
5710,@,TBA,HIS,298,HIS 298,TBA,-,Group Study,The Staff,V
5711,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5712,@,TBA,HIS,299,HIS 299,TBA,-,Research,The Staff,V
5713,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5714,@,TBA,HIS,299D,HIS 299D,TBA,-,Individual Study,The Staff,V
5715,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5716,@,TBA,HIS,389,HIS 389,TBA,-,Seminar For TA's,The Staff,1.0
5717,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5718,@,TBA,HIS,390,HIS 390,TBA,-,Teach Hist In Coll,The Staff,2.0
5719,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5720,28760,"11:00 - 12:20 PM, M",HRT,203,HRT 203,PHYSIC 130,001,Res Perspec in Horticult,"Zwieniecki, M",3.0
5721,28760,"11:00 - 12:20 PM, W",HRT,203,HRT 203,PHYSIC 130,001,Res Perspec in Horticult,"Zwieniecki, M",3.0
5722,45522,"2:10 - 5:00 PM, M",HRT,251,HRT 251,HUTCH 73,001,Hort Systems Modeling,4.0,
5723,45522,"9:00 - 9:50 AM, MWF",HRT,251,HRT 251,BOWLEY 101,001,Hort Systems Modeling,4.0,
5724,@,TBA,HRT,298,HRT 298,TBA,-,Group Study,The Staff,V
5725,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5726,@,TBA,HRT,299,HRT 299,TBA,-,Research,The Staff,V
5727,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5728,@,TBA,HDE,092,HDE 092,TBA,-,Internship,The Staff,V
5729,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5730,@,TBA,HDE,099,HDE 099,TBA,-,Special Study,The Staff,V
5731,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5732,27451,"6:10 - 8:00 PM, TR",HDE,100A,HDE 100A,YOUNG 198,001,Infancy & Early Childhd,"Anistranski, J",4.0
5733,27452,"2:10 - 4:00 PM, TR",HDE,100B,HDE 100B,TLC 1020,001,Mid Childh & Adol,"Choe, D",4.0
5734,45187,"12:10 - 1:30 PM, TR",HDE,101,HDE 101,OLSON 206,001,Cognitive Development,"Chen, Z",4.0
5735,27454,TBA,HDE,110,HDE 110,REMASY,001,Families in Communities,"Hernandez, M",4.0
5736,27456,"1:10 - 4:00 PM, T",HDE,120,HDE 120,HUTCH 75,A01,Res Method Human Develop,"Huo, M",5.0
5737,27456,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A01,Res Method Human Develop,"Huo, M",5.0
5738,27457,"4:10 - 7:00 PM, T",HDE,120,HDE 120,HUTCH 75,A02,Res Method Human Develop,"Huo, M",5.0
5739,27457,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A02,Res Method Human Develop,"Huo, M",5.0
5740,27458,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A03,Res Method Human Develop,"Huo, M",5.0
5741,27458,"9:00 - 11:50 AM, W",HDE,120,HDE 120,HUTCH 75,A03,Res Method Human Develop,"Huo, M",5.0
5742,27459,"12:10 - 3:00 PM, W",HDE,120,HDE 120,HUTCH 75,A04,Res Method Human Develop,"Huo, M",5.0
5743,27459,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A04,Res Method Human Develop,"Huo, M",5.0
5744,27460,"1:10 - 4:00 PM, R",HDE,120,HDE 120,HUTCH 75,A05,Res Method Human Develop,"Huo, M",5.0
5745,27460,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A05,Res Method Human Develop,"Huo, M",5.0
5746,27461,"4:10 - 7:00 PM, R",HDE,120,HDE 120,HUTCH 75,A06,Res Method Human Develop,"Huo, M",5.0
5747,27461,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A06,Res Method Human Develop,"Huo, M",5.0
5748,27462,"10:00 - 12:50 PM, F",HDE,120,HDE 120,HUTCH 75,A07,Res Method Human Develop,"Huo, M",5.0
5749,27462,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A07,Res Method Human Develop,"Huo, M",5.0
5750,27463,"1:10 - 4:00 PM, F",HDE,120,HDE 120,HUTCH 75,A08,Res Method Human Develop,"Huo, M",5.0
5751,27463,"10:30 - 11:50 AM, TR",HDE,120,HDE 120,GROVE 1309,A08,Res Method Human Develop,"Huo, M",5.0
5752,45295,"5:10 - 6:00 PM, W",HDE,130,HDE 130,TBA,A01,Dev Psychopathology,"Guyer, A",4.0
5753,45295,"12:10 - 1:30 PM, MW",HDE,130,HDE 130,TLC 1214,A01,Dev Psychopathology,"Guyer, A",4.0
5754,45296,"12:10 - 1:30 PM, MW",HDE,130,HDE 130,TLC 1214,A02,Dev Psychopathology,"Guyer, A",4.0
5755,45296,"6:10 - 7:00 PM, W",HDE,130,HDE 130,WELLMN 203,A02,Dev Psychopathology,"Guyer, A",4.0
5756,45297,"7:10 - 8:00 PM, W",HDE,130,HDE 130,OLSON 244,A03,Dev Psychopathology,"Guyer, A",4.0
5757,45297,"12:10 - 1:30 PM, MW",HDE,130,HDE 130,TLC 1214,A03,Dev Psychopathology,"Guyer, A",4.0
5758,45219,"4:10 - 5:30 PM, MW",HDE,135,HDE 135,OLSON 6,001,Health Bhvr Lifespan,"Rapalyea, L",4.0
5759,45192,"6:10 - 8:00 PM, MW",HDE,137,HDE 137,YOUNG 198,001,Context Determinant Hlth,"Chambers, B",4.0
5760,@,TBA,HDE,140L,HDE 140L,TBA,001,Lab: Early Childhood,"Gonzalez, J",4.0
5761,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5762,@,"1:10 - 3:00 PM, R",HDE,140L,HDE 140L,SHREM 1001,001,Lab: Early Childhood,"Gonzalez, J",4.0
5763,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5764,@,TBA,HDE,140L,HDE 140L,TBA,002,Lab: Early Childhood,"Mere-Cook, Y",4.0
5765,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5766,@,"4:10 - 6:00 PM, R",HDE,140L,HDE 140L,TBA,002,Lab: Early Childhood,"Mere-Cook, Y",4.0
5767,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5768,@,"4:10 - 6:00 PM, R",HDE,140L,HDE 140L,TBA,003,Lab: Early Childhood,"Minter, H",4.0
5769,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5770,@,TBA,HDE,140L,HDE 140L,TBA,003,Lab: Early Childhood,"Minter, H",4.0
5771,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5772,@,"4:10 - 6:00 PM, R",HDE,141,HDE 141,OLSON 250,001,Fld Std Chd/Adolescents,"Anistranski, J",V
5773,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5774,@,"2:10 - 4:00 PM, R",HDE,143,HDE 143,HOAGLD 108,001,Fld Std Of Elderly,"Miller, L",V
5775,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5776,45195,"8:00 - 9:50 AM, TR",HDE,161,HDE 161,BAINER 1060,001,Technology & Aging,"Miller, L",4.0
5777,@,TBA,HDE,190C,HDE 190C,TBA,-,Intro Resrch Conf,The Staff,1.0
5778,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5779,@,TBA,HDE,192,HDE 192,TBA,-,Internship,The Staff,V
5780,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5781,@,TBA,HDE,199,HDE 199,TBA,-,Special Study,The Staff,V
5782,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5783,27573,TBA,HDE,200B,HDE 200B,TBA,001,Mid Chldhd & Adol,"Choe, D",4.0
5784,27573,"2:10 - 4:00 PM, MW",HDE,200B,HDE 200B,WELLMN 3,001,Mid Chldhd & Adol,"Choe, D",4.0
5785,27574,"9:00 - 1:00 PM, M",HDE,220,HDE 220,REMOTE,001,Meth Growth & Devel,"Hernandez, M",4.0
5786,45188,"4:10 - 7:00 PM, W",HDE,234,HDE 234,OLSON 109,001,Child Learn & Thinking,"Chen, Z",3.0
5787,@,TBA,HDE,290C,HDE 290C,TBA,-,Research Conf,The Staff,1.0
5788,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5789,@,TBA,HDE,292,HDE 292,TBA,-,Graduate Internship,The Staff,V
5790,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5791,@,"12:10 - 1:00 PM, R",HDE,298,HDE 298,GIEDT 1006,001,Group Study,"Guyer, A",V
5792,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5793,@,TBA,HDE,299,HDE 299,TBA,-,Research,The Staff,V
5794,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5795,@,TBA,HDE,396,HDE 396,TBA,-,Teaching Asst Train Prac,The Staff,V
5796,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5797,28472,"10:30 - 11:50 AM, TR",HMR,130,HMR 130,OLSON 223,001,Topics in Human Rights,"Argenal, A",4.0
5798,44578,"2:10 - 3:30 PM, TR",HMR,130,HMR 130,SOCSCI 90,002,Topics in Human Rights,"Argenal, A",4.0
5799,28473,"10:00 - 11:20 AM, MW",HMR,131,HMR 131,WELLMN 216,001,Genocide,"Watenpaugh, K",4.0
5800,28473,"11:30 - 11:50 AM, MW",HMR,131,HMR 131,WELLMN 216,001,Genocide,"Watenpaugh, K",4.0
5801,44579,"12:10 - 1:30 PM, TR",HMR,161,HMR 161,STORER 1322,001,Human Rights Latin Am,"Walker, C",4.0
5802,@,TBA,HMR,198,HMR 198,TBA,-,Dir Group Study,The Staff,V
5803,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5804,44873,"1:10 - 4:00 PM, W",HMR,200A,HMR 200A,CHSL 109,001,Hist/Thry/Crit Hum Right,"Watenpaugh, K",4.0
5805,@,TBA,HMR,299,HMR 299,TBA,-,Individual Study,The Staff,V
5806,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5807,28778,"10:30 - 11:50 AM, TR",HUM,002A,HUM 002A,WELLMN 6,001,Global Humanities,"Kaminer, J",4.0
5808,28779,"6:10 - 7:30 PM, TR",HUM,002A,HUM 002A,WELCTR 1116,002,Global Humanities,"Arnett, C",4.0
5809,@,TBA,HUM,092,HUM 092,TBA,-,Internship,The Staff,V
5810,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5811,@,TBA,HUM,192,HUM 192,TBA,-,Internship,The Staff,V
5812,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5813,@,TBA,HUM,198,HUM 198,TBA,-,Group Study,The Staff,V
5814,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5815,@,TBA,HUM,199,HUM 199,TBA,-,Special Study,The Staff,V
5816,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5817,@,TBA,HUM,298,HUM 298,TBA,-,Directed Group Study,The Staff,V
5818,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5819,@,TBA,HUM,299,HUM 299,TBA,-,Individual Research,The Staff,V
5820,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5821,@,TBA,HUM,396,HUM 396,TBA,-,Training Practicum,The Staff,V
5822,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5823,@,TBA,HYD,092,HYD 092,TBA,-,Internship,The Staff,V
5824,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5825,@,TBA,HYD,098,HYD 098,TBA,-,Directed Group Study,The Staff,V
5826,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5827,45221,"10:00 - 10:50 AM, MWF",HYD,143,HYD 143,WELLMN 25,001,Ecohydrology,"Pasternack, G",4.0
5828,28883,"4:40 - 6:00 PM, TR",HYD,150,HYD 150,WELLMN 212,001,Water Law,"Leahy, T",3.0
5829,44830,"9:00 - 9:50 AM, TR",HYD,182,HYD 182,CRUESS 1003,A01,Environ GIS Application,"Moghimi, A",4.0
5830,44830,"1:10 - 4:00 PM, TR",HYD,182,HYD 182,HUNT 253,A01,Environ GIS Application,"Moghimi, A",4.0
5831,44831,"9:00 - 9:50 AM, TR",HYD,182,HYD 182,CRUESS 1003,A02,Environ GIS Application,"Moghimi, A",4.0
5832,44831,"10:00 - 12:50 PM, TR",HYD,182,HYD 182,HUNT 253,A02,Environ GIS Application,"Moghimi, A",4.0
5833,@,TBA,HYD,192,HYD 192,TBA,-,Internship,The Staff,V
5834,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5835,@,TBA,HYD,198,HYD 198,TBA,-,Directed Group Study,The Staff,V
5836,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5837,@,TBA,HYD,199,HYD 199,TBA,-,Special Study,The Staff,V
5838,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5839,29091,"11:00 - 12:00 PM, W",HYD,201B,HYD 201B,WELLMN 205,001,Hydrologic Core Seminar,"Kisekka, I",1.0
5840,@,TBA,HYD,290,HYD 290,TBA,-,Hydrol Science Seminar,The Staff,1.0
5841,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5842,@,TBA,HYD,298,HYD 298,TBA,-,Group Study,The Staff,V
5843,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5844,@,TBA,HYD,298,HYD 298,TBA,013,Group Study,"Harter, T",V
5845,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5846,@,TBA,HYD,299,HYD 299,TBA,-,Research,The Staff,V
5847,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5848,@,TBA,HYD,396,HYD 396,TBA,-,Teaching Asst Train Prac,The Staff,V
5849,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5850,29760,TBA,IMM,202L,IMM 202L,TBA,001,Adv Imm Lab Rotations,"Soulika, A",5.0
5851,45258,TBA,IMM,210,IMM 210,TBA,001,Neuroimmunology Topics,"Soulika, A",1.0
5852,29761,"9:00 - 10:50 AM, MF",IMM,293,IMM 293,VALLEY 1011,001,Immunological Concepts,"Baumgarth, N",4.0
5853,@,TBA,IST,197T,IST 197T,TBA,-,Tutoring in IS,The Staff,V
5854,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5855,29369,"3:10 - 4:00 PM, T",IAD,010,IAD 010,OLSON 141,A01,Intro Int Ag Dev,"Crump, A",4.0
5856,29369,"9:00 - 10:20 AM, TR",IAD,010,IAD 010,WELLMN 212,A01,Intro Int Ag Dev,"Crump, A",4.0
5857,29370,"4:10 - 5:00 PM, T",IAD,010,IAD 010,OLSON 105,A02,Intro Int Ag Dev,"Crump, A",4.0
5858,29370,"9:00 - 10:20 AM, TR",IAD,010,IAD 010,WELLMN 212,A02,Intro Int Ag Dev,"Crump, A",4.0
5859,@,TBA,IAD,092,IAD 092,TBA,-,Internship,The Staff,V
5860,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5861,45235,"8:00 - 8:50 AM, R",IAD,142,IAD 142,WCAE,001,Eqpt/Tech for Small Farm,"Frank, D",2.0
5862,45235,"9:00 - 11:50 AM, R",IAD,142,IAD 142,WCAE,001,Eqpt/Tech for Small Farm,"Frank, D",2.0
5863,@,TBA,IAD,192,IAD 192,TBA,-,Internship,The Staff,V
5864,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5865,@,TBA,IAD,198,IAD 198,TBA,-,Directed Gp Study,The Staff,V
5866,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5867,@,TBA,IAD,199,IAD 199,TBA,-,Special Study,The Staff,V
5868,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
5869,29443,"12:10 - 1:30 PM, TR",IAD,201,IAD 201,GROVE 1283,001,Econ of Small Farms,"Vosti, S",4.0
5870,29443,"1:40 - 2:00 PM, TR",IAD,201,IAD 201,GROVE 1283,001,Econ of Small Farms,"Vosti, S",4.0
5871,29444,"2:10 - 5:00 PM, R",IAD,203N,IAD 203N,BAINER 1060,001,Project Plan & Eval,"Crump, A",4.0
