,crn,date,subj,sub_num,course,location,section,description,instructor,credit
1636,@,TBA,ANE,435,ANE 435,TBA,001,Primary Care Pain Mgmt,"Singh, N",3.0
1637,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1638,@,TBA,ANE,460,ANE 460,TBA,-,Anesthes Clin Clerkship,The Staff,V
1639,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1640,@,TBA,ANE,463,ANE 463,TBA,001,Pain Management,"Singh, N",V
1641,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1642,@,TBA,ANE,463,ANE 463,TBA,001,Pain Management,"Singh, N",V
1643,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1644,@,TBA,ANE,498,ANE 498,TBA,-,Group Study,The Staff,V
1645,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1646,@,TBA,ANE,499,ANE 499,TBA,-,Research,The Staff,V
1647,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1648,@,TBA,BCM,092,BCM 092,TBA,-,Intern Biol Chem,The Staff,V
1649,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1650,@,TBA,BCM,192,BCM 192,TBA,-,Intern Biol Chem,The Staff,V
1651,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1652,@,TBA,BCM,198,BCM 198,TBA,-,Directed Group Stdy,The Staff,V
1653,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1654,@,TBA,BCM,199,BCM 199,TBA,-,Special Study,The Staff,V
1655,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1656,@,TBA,BCM,298,BCM 298,TBA,-,Group Study,The Staff,V
1657,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1658,@,TBA,BCM,299,BCM 299,TBA,-,Research,The Staff,V
1659,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1660,@,TBA,BCM,497T,BCM 497T,TBA,-,Biol Chem Tutoring,The Staff,V
1661,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1662,@,TBA,BCM,498,BCM 498,TBA,-,Group Study,The Staff,V
1663,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1664,@,TBA,BCM,499,BCM 499,TBA,-,Research,The Staff,V
1665,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1666,@,TBA,CHA,192,CHA 192,TBA,-,Intern Anatomy,The Staff,V
1667,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1668,@,TBA,CHA,197T,CHA 197T,TBA,-,Anatomy Tutoring,The Staff,V
1669,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1670,@,TBA,CHA,198,CHA 198,TBA,-,Directed Gp Study,The Staff,V
1671,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1672,@,TBA,CHA,199,CHA 199,TBA,-,Special Study,The Staff,V
1673,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1674,@,TBA,CHA,290C,CHA 290C,TBA,-,Lab Conference,The Staff,1.0
1675,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1676,@,TBA,CHA,298,CHA 298,TBA,-,Adv Group Study,The Staff,V
1677,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1678,@,TBA,CHA,299,CHA 299,TBA,-,Research,The Staff,V
1679,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1680,@,"TBA, MWF",CHA,402,CHA 402,TBA,001,Cell & Tissue Biology,"Beck, K",4.500
1681,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1682,@,"TBA, MF",CHA,402,CHA 402,TBA,001,Cell & Tissue Biology,"Beck, K",4.500
1683,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1684,@,TBA,CHA,497T,CHA 497T,TBA,-,Anatomy Tutoring,The Staff,V
1685,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1686,@,TBA,CHA,498,CHA 498,TBA,-,Adv Group Study,The Staff,V
1687,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1688,@,TBA,CHA,499,CHA 499,TBA,-,Research,The Staff,V
1689,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1690,@,TBA,DER,192,DER 192,TBA,-,Internship Cut Biol,The Staff,V
1691,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1692,@,TBA,DER,199,DER 199,TBA,-,Spec Study Cut Biol,The Staff,V
1693,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1694,@,TBA,DER,299,DER 299,TBA,-,Derm Res,The Staff,V
1695,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1696,@,TBA,DER,299,DER 299,TBA,008,Derm Res,"Maverakis, E",V
1697,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1698,@,TBA,DER,460,DER 460,TBA,-,Derm Clerkship,The Staff,V
1699,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1700,@,TBA,DER,480,DER 480,TBA,-,Insights In Derm,The Staff,V
1701,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1702,@,TBA,DER,495,DER 495,TBA,-,Wound Healing,The Staff,6.0
1703,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1704,@,TBA,DER,495,DER 495,TBA,-,Wound Healing,The Staff,6.0
1705,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1706,@,TBA,DER,495,DER 495,TBA,-,Wound Healing,The Staff,6.0
1707,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1708,@,TBA,DER,498,DER 498,TBA,-,Spec Topics Cl Derm,The Staff,V
1709,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1710,@,TBA,DER,499,DER 499,TBA,-,Derm Research,The Staff,V
1711,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1712,@,TBA,FAP,192C,FAP 192C,TBA,-,Primary Care Clinics,The Staff,V
1713,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1714,@,TBA,FAP,430FC,FAP 430FC,TBA,001,SJVP FAP Clerkship,"Eidson-Ton,Vierra",V
1715,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1716,@,TBA,FAP,479,FAP 479,TBA,901,Away AI in FAP,The Staff,V
1717,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1718,@,TBA,FAP,488,FAP 488,TBA,-,Selected Studies,The Staff,V
1719,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1720,@,TBA,FAP,499,FAP 499,TBA,-,Research,The Staff,V
1721,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1722,@,TBA,HPH,099,HPH 099,TBA,-,Special Study Undergrads,The Staff,V
1723,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1724,@,TBA,HPH,192,HPH 192,TBA,-,Internship,The Staff,V
1725,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1726,@,TBA,HPH,198,HPH 198,TBA,-,Directed Gp Study,The Staff,V
1727,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1728,@,"3:10 - 4:30 PM, MW",HPH,198F,HPH 198F,OLSON 118,001,Student Taught Course,"Liets, L",V
1729,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1730,@,TBA,HPH,199,HPH 199,TBA,-,Special Study,The Staff,V
1731,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1732,@,TBA,HPH,298,HPH 298,TBA,-,Group Study,The Staff,V
1733,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1734,@,TBA,HPH,299,HPH 299,TBA,-,Research,The Staff,V
1735,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1736,@,TBA,HPH,497T,HPH 497T,TBA,-,Physiol Tutoring,The Staff,V
1737,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1738,@,TBA,HPH,498,HPH 498,TBA,-,Dir Read & Gp Study,The Staff,V
1739,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1740,@,TBA,HPH,499,HPH 499,TBA,-,Research,The Staff,V
1741,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1742,@,TBA,IMD,092,IMD 092,TBA,-,Internship,The Staff,V
1743,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1744,@,TBA,IMD,098,IMD 098,TBA,-,Directed Group Study,The Staff,V
1745,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1746,@,TBA,IMD,099,IMD 099,TBA,-,Undergraduate Research,The Staff,V
1747,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1748,@,TBA,IMD,192,IMD 192,TBA,-,Intern Int Med,The Staff,V
1749,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1750,@,TBA,IMD,194,IMD 194,TBA,-,Prac Community Hlth Clin,The Staff,V
1751,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1752,@,TBA,IMD,198,IMD 198,TBA,-,Directed Group Study,The Staff,V
1753,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1754,@,TBA,IMD,199,IMD 199,TBA,-,Research Topics,The Staff,V
1755,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1756,@,TBA,IMD,220D,IMD 220D,TBA,001,Cardiovascular System,The Staff,2.500
1757,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1758,@,TBA,IMD,420C,IMD 420C,TBA,001,Pul & Critical Care,"Louie, S",2.500
1759,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1760,@,TBA,IMD,420D,IMD 420D,TBA,001,Cardiovascular System,"Kesarwani,The Staff,Venugopal",2.500
1761,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1762,@,TBA,IMD,430,IMD 430,TBA,001,Medicine Clerkship,"Aronowitz,Johl",V
1763,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1764,@,TBA,IMD,458Y,IMD 458Y,TBA,001,Implications Climate Chg,The Staff,V
1765,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1766,@,TBA,IMD,462,IMD 462,TBA,-,Medicine Wards,The Staff,6.0
1767,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1768,@,TBA,IMD,462,IMD 462,TBA,006,Medicine Wards,"Henderson, M",6.0
1769,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1770,@,TBA,IMD,463,IMD 463,TBA,-,Actng Intrnshp-MICU,The Staff,V
1771,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1772,@,TBA,IMD,465,IMD 465,TBA,-,Medicos-GHS,The Staff,9.0
1773,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1774,@,TBA,IMD,465,IMD 465,TBA,-,Medicos-GHS,The Staff,9.0
1775,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1776,@,TBA,IMD,465,IMD 465,TBA,-,Medicos-GHS,The Staff,9.0
1777,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1778,@,TBA,IMD,465,IMD 465,TBA,-,Medicos-GHS,The Staff,9.0
1779,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1780,@,TBA,IMD,494,IMD 494,TBA,-,Prac Community Hlth Clin,The Staff,V
1781,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1782,@,TBA,IMD,498,IMD 498,TBA,-,Special Study,The Staff,V
1783,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1784,@,TBA,IMD,499,IMD 499,TBA,-,Gen Med Res,The Staff,V
1785,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1786,@,TBA,CAR,192,CAR 192,TBA,-,Intern Cardio,The Staff,V
1787,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1788,@,TBA,CAR,199,CAR 199,TBA,-,Research Topics,The Staff,V
1789,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1790,@,TBA,CAR,299,CAR 299,TBA,-,Cardiology Research,The Staff,V
1791,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1792,@,TBA,CAR,461,CAR 461,TBA,-,Coronary Artery Dis,The Staff,V
1793,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1794,@,TBA,CAR,464,CAR 464,TBA,-,Preventive Cardio,The Staff,V
1795,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1796,@,TBA,CAR,498,CAR 498,TBA,-,Group Study,The Staff,V
1797,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1798,@,TBA,CAR,499,CAR 499,TBA,-,Research,The Staff,V
1799,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1800,@,TBA,EMR,192,EMR 192,TBA,-,EM Clin Res Intern,The Staff,V
1801,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1802,@,TBA,EMR,401,EMR 401,TBA,-,EM Preceptorship,The Staff,V
1803,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1804,@,TBA,EMR,430,EMR 430,TBA,-,Intro Medical Toxicology,The Staff,V
1805,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1806,@,TBA,EMR,440,EMR 440,TBA,-,EM Clerkship,The Staff,V
1807,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1808,@,TBA,EMR,440,EMR 440,TBA,-,EM Clerkship,The Staff,V
1809,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1810,@,TBA,EMR,465,EMR 465,TBA,-,EM Externship,The Staff,V
1811,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1812,@,TBA,EMR,499,EMR 499,TBA,-,Research,The Staff,V
1813,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1814,@,TBA,ENM,192,ENM 192,TBA,-,Intern Endo,The Staff,V
1815,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1816,@,TBA,ENM,299,ENM 299,TBA,-,Research,The Staff,V
1817,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1818,@,TBA,ENM,460,ENM 460,TBA,-,Endo Clin Clkshp,The Staff,V
1819,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1820,@,TBA,ENM,465,ENM 465,TBA,-,Clinical Nutrition,The Staff,V
1821,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1822,@,TBA,ENM,480,ENM 480,TBA,-,Endocrino Insights,The Staff,V
1823,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1824,@,TBA,ENM,499,ENM 499,TBA,-,Research,The Staff,V
1825,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1826,@,TBA,GAS,192,GAS 192,TBA,-,Intern Gastro,The Staff,V
1827,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1828,@,TBA,GAS,299,GAS 299,TBA,-,Gasroenterology Res,The Staff,V
1829,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1830,@,TBA,GAS,460,GAS 460,TBA,-,GI Clinical Clerkship,The Staff,V
1831,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1832,@,TBA,GAS,499,GAS 499,TBA,-,Research,The Staff,V
1833,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1834,@,TBA,GMD,192,GMD 192,TBA,-,Intern Gen Med,The Staff,V
1835,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1836,@,"12:10 - 1:00 PM, W",GMD,291,GMD 291,HART 1128,001,Health Serv Res Clin Epi,"Hoch, J",1.0
1837,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1838,@,TBA,GMD,460,GMD 460,TBA,-,Gen Med Consults,The Staff,V
1839,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1840,@,TBA,GMD,499,GMD 499,TBA,-,Gen Med Res,The Staff,V
1841,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1842,@,TBA,HON,199,HON 199,TBA,-,Research,The Staff,V
1843,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1844,@,TBA,HON,298,HON 298,TBA,-,Topics - Hematology,The Staff,V
1845,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1846,@,TBA,HON,299,HON 299,TBA,-,Research,The Staff,V
1847,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1848,@,TBA,HON,460,HON 460,TBA,-,Heme/Onc Actg Internship,The Staff,V
1849,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1850,@,TBA,HON,461,HON 461,TBA,-,Heme-Onc Con Clerkship,The Staff,V
1851,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1852,@,TBA,HON,462,HON 462,TBA,-,Heme-Onc Amb Clerkship,The Staff,V
1853,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1854,@,TBA,HON,499,HON 499,TBA,-,Research,The Staff,V
1855,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1856,@,TBA,IDI,192,IDI 192,TBA,-,Intern Int Med,The Staff,V
1857,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1858,@,TBA,IDI,199,IDI 199,TBA,-,Research Topics,The Staff,V
1859,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1860,@,TBA,IDI,299,IDI 299,TBA,-,Infectious Diseases,The Staff,V
1861,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1862,@,TBA,IDI,440,IDI 440,TBA,-,Intro to AIDS,The Staff,V
1863,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1864,@,TBA,IDI,440,IDI 440,TBA,-,Intro to AIDS,The Staff,V
1865,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1866,@,TBA,IDI,450,IDI 450,TBA,-,Clinical Care of IDU,The Staff,V
1867,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1868,@,TBA,IDI,460,IDI 460,TBA,-,Infectious Diseases,The Staff,V
1869,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1870,@,TBA,IDI,499,IDI 499,TBA,-,Research Topics,The Staff,V
1871,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1872,@,TBA,NEP,192,NEP 192,TBA,-,Intern Nephrology,The Staff,V
1873,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1874,@,TBA,NEP,299,NEP 299,TBA,-,Nephrology Research,The Staff,V
1875,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1876,@,TBA,NEP,460,NEP 460,TBA,-,Neph & Fluid Bal,The Staff,V
1877,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1878,@,TBA,NEP,499,NEP 499,TBA,-,Nephrology Rsch,The Staff,V
1879,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1880,@,TBA,PUL,192,PUL 192,TBA,-,Intern Pulm Med,The Staff,V
1881,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1882,@,TBA,PUL,299,PUL 299,TBA,-,Pul Dis Res,The Staff,V
1883,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1884,@,"8:00 - 10:00 AM, F",PUL,299,PUL 299,NOFAC TBA,011,Pul Dis Res,"Chen,Kudryashova",V
1885,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1886,@,TBA,PUL,460,PUL 460,TBA,-,Pulmonary Medicine,The Staff,V
1887,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1888,@,TBA,PUL,462,PUL 462,TBA,-,Pulmonary Consult,The Staff,V
1889,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1890,@,TBA,PUL,499,PUL 499,TBA,-,Research,The Staff,V
1891,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1892,@,TBA,MMI,098,MMI 098,TBA,-,Group Study,The Staff,V
1893,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1894,@,TBA,MMI,099,MMI 099,TBA,-,Special Study,The Staff,V
1895,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1896,@,TBA,MMI,192,MMI 192,TBA,-,Intern Med Micro,The Staff,V
1897,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1898,@,TBA,MMI,194H,MMI 194H,TBA,-,Senior Honors Project,The Staff,5.0
1899,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1900,@,TBA,MMI,198,MMI 198,TBA,-,Group Study,The Staff,V
1901,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1902,@,TBA,MMI,199,MMI 199,TBA,-,Research,The Staff,V
1903,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1904,@,"4:10 - 5:30 PM, T",MMI,210B,MMI 210B,NOFAC TBA,001,Journal Seminar,1.0,
1905,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1906,@,TBA,MMI,298,MMI 298,TBA,-,Group Study,The Staff,V
1907,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1908,@,TBA,MMI,299,MMI 299,TBA,-,Research,The Staff,V
1909,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1910,@,TBA,MMI,410,MMI 410,TBA,001,Journal Seminar,"Bevins, C",1.0
1911,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1912,@,TBA,MMI,497T,MMI 497T,TBA,-,Med Micro Tutoring,The Staff,V
1913,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1914,@,TBA,MMI,498,MMI 498,TBA,-,Indiv Gp Study,The Staff,V
1915,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1916,@,TBA,MMI,499,MMI 499,TBA,-,Research,The Staff,V
1917,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1918,@,TBA,PHA,092,PHA 092,TBA,-,Internship,The Staff,V
1919,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1920,@,TBA,PHA,099,PHA 099,TBA,-,Pharm Spec Study,The Staff,V
1921,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1922,@,TBA,PHA,192,PHA 192,TBA,-,Internship,The Staff,V
1923,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1924,@,TBA,PHA,198,PHA 198,TBA,-,Directed Gp Study,The Staff,V
1925,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1926,@,TBA,PHA,199,PHA 199,TBA,-,Special Study,The Staff,V
1927,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1928,@,TBA,PHA,298,PHA 298,TBA,-,Group Study,The Staff,V
1929,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1930,@,TBA,PHA,299,PHA 299,TBA,-,Research,The Staff,V
1931,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1932,@,"11:00 - 11:50 AM, MTWR",PHA,400B,PHA 400B,TUPPER,001,Pharmacology,"Diaz, E",1.500
1933,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1934,@,TBA,PHA,400B,PHA 400B,TBA,001,Pharmacology,"Diaz, E",1.500
1935,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1936,@,TBA,PHA,490,PHA 490,TBA,-,Seminar,The Staff,1.0
1937,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1938,@,TBA,PHA,497T,PHA 497T,TBA,-,Pharm Tutoring,The Staff,V
1939,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1940,@,TBA,PHA,498,PHA 498,TBA,-,Special Study,The Staff,V
1941,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1942,@,TBA,PHA,499,PHA 499,TBA,-,Directed Research,The Staff,V
1943,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1944,@,TBA,MDS,099,MDS 099,TBA,-,Undergrad Special Study,The Staff,V
1945,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1946,@,TBA,MDS,192,MDS 192,TBA,-,Medical Educ Internship,The Staff,V
1947,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1948,@,TBA,MDS,441,MDS 441,TBA,001,Eye/ENT Clerkship,"Brandt,Brodie",6.0
1949,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1950,@,TBA,MDS,480,MDS 480,TBA,001,Insights Clin Research,"Walsh, D",1.0
1951,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1952,@,TBA,MDS,481,MDS 481,TBA,001,Clinical Specialties,"Signoff, J",1.0
1953,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1954,@,TBA,MDS,482,MDS 482,TBA,001,Reproductive Health,"Paik, C",1.0
1955,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1956,@,TBA,MDS,493QB,MDS 493QB,TBA,001,Health Care QI,"Bakerjian,Shaikh",3.0
1957,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1958,@,TBA,MDS,493QB,MDS 493QB,TBA,001,Health Care QI,"Bakerjian,Shaikh",3.0
1959,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1960,@,TBA,MDS,493QB,MDS 493QB,TBA,001,Health Care QI,"Bakerjian,Shaikh",3.0
1961,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1962,@,TBA,MDS,495,MDS 495,TBA,-,Med Literature Review,The Staff,V
1963,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1964,@,TBA,MDS,499,MDS 499,TBA,-,MSRF Research,The Staff,V
1965,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1966,@,TBA,NEU,199,NEU 199,TBA,-,Research,The Staff,V
1967,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1968,@,TBA,NEU,298,NEU 298,TBA,-,Group Study,The Staff,V
1969,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1970,@,TBA,NEU,299,NEU 299,TBA,-,Research,The Staff,V
1971,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1972,@,TBA,NEU,420,NEU 420,TBA,-,Neurosciences,The Staff,2.0
1973,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1974,@,TBA,NEU,420,NEU 420,TBA,-,Neurosciences,The Staff,2.0
1975,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1976,@,TBA,NEU,450,NEU 450,TBA,-,Neurology Clerkship,The Staff,V
1977,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1978,@,TBA,NEU,450,NEU 450,TBA,-,Neurology Clerkship,The Staff,V
1979,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1980,@,TBA,NEU,450,NEU 450,TBA,-,Neurology Clerkship,The Staff,V
1981,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1982,@,TBA,NEU,452,NEU 452,TBA,-,Advanced Neurology,The Staff,6.0
1983,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1984,@,TBA,NEU,455,NEU 455,TBA,-,Child Neurology,The Staff,V
1985,@ Denotes consent of instructor required. Contact department for CRN.,,,,,,,,,
1986,@,TBA,NEU,499,NEU 499,TBA,-,Research,The Staff,V
